City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,bhimunipatnam,17.8833,83.4333,28.0,88,3,6.17,IN,1714947553
362,centurion,-25.8589,28.1858,16.13,26,2,0.89,ZA,1714947553
363,grand falls-windsor,48.9332,-55.6649,12.01,47,81,1.52,CA,1714947553
364,ghanzi,-21.5667,21.7833,17.14,41,0,1.95,BW,1714947554
365,beyneu,45.3167,55.2,15.58,40,100,7.88,KZ,1714947554
366,mitsamiouli,-11.3847,43.2844,27.22,80,71,3.55,KM,1714947554
367,bourbon-lancy,46.6221,3.7695,13.83,98,100,2.55,FR,1714947554
368,molina,-35.1167,-71.2833,12.85,67,75,3.6,CL,1714947554
369,balangir,20.7167,83.4833,28.28,57,38,3.07,IN,1714947555
370,palotina,-24.2839,-53.84,27.17,39,0,3.14,BR,1714947555
371,gassol,8.5333,10.4667,27.9,66,95,3.05,NG,1714947555
372,zag,46.9441,99.165,7.15,40,5,1.13,MN,1714947555
373,grand baie,-20.0182,57.5802,25.26,86,3,0.89,MU,1714947556
374,lospalos,-8.5186,127.0025,21.49,97,100,1.54,TL,1714947556
375,gunjur,13.2019,-16.7339,24.04,83,0,3.6,GM,1714947556
376,tadine,-21.55,167.8833,23.63,60,14,5.48,NC,1714947556
377,afua,-0.1567,-50.3867,25.58,94,98,2.3,BR,1714947557
378,santo domingo de los colorados,-0.25,-79.15,25.13,85,100,0.9,EC,1714947334
379,ellrich,51.5866,10.6633,9.49,92,92,0.96,DE,1714947557
380,naze,28.3667,129.4833,22.34,93,83,6.64,JP,1714947557
381,clear lake,43.138,-93.3794,19.42,45,0,4.12,US,1714947557
382,gudlavalleru,16.3476,81.0534,30.53,83,9,3.7,IN,1714947558
383,selfoss,63.9331,-20.9971,2.8,61,11,6.01,IS,1714947558
384,bengkulu,-3.8004,102.2655,24.18,91,4,1.74,ID,1714947558
385,mayma,52.0197,85.9114,12.29,81,100,3.13,RU,1714947558
386,mina clavero,-31.721,-65.0062,14.99,89,28,0.27,AR,1714947558
387,grande prairie,55.1667,-118.8027,16.57,34,52,3.02,CA,1714947559
388,shimoda,34.6667,138.95,18.39,78,100,3.8,JP,1714947289
389,noumea,-22.2763,166.4572,24.44,99,9,4.06,NC,1714947141
390,sao raimundo nonato,-9.0153,-42.6994,27.12,46,98,1.79,BR,1714947559
391,sumenep,-7.0167,113.8667,25.14,77,82,2.48,ID,1714947559
392,anzhero-sudzhensk,56.081,86.0285,7.69,87,100,2.76,RU,1714947560
393,suwayr,30.1171,40.3893,21.52,25,4,1.0,SA,1714947560
394,san pedro pochutla,15.7333,-96.4667,33.84,41,5,3.62,MX,1714947383
395,bandon,51.7469,-8.7425,11.77,91,96,2.21,IE,1714947560
396,joal-fadiout,14.1667,-16.8333,24.11,64,0,6.15,SN,1714947561
397,maxixe,-23.8597,35.3472,20.37,81,0,1.65,MZ,1714947561
398,nelson,-41.2833,173.2833,13.11,62,0,2.92,NZ,1714947561
399,port blair,11.6667,92.75,28.98,75,68,2.27,IN,1714947561
400,corner brook,48.9667,-57.9484,8.75,60,86,1.75,CA,1714947561
401,veraval,20.9,70.3667,27.01,83,26,5.5,IN,1714947561
402,sainte-adresse,49.5089,0.0845,13.59,100,75,2.06,FR,1714947562
403,general villegas,-35.0328,-63.0125,16.39,90,100,2.33,AR,1714947562
404,ghadamis,30.1337,9.5007,25.88,14,2,5.42,LY,1714947562
405,ilek,51.5271,53.3831,6.45,46,4,6.74,RU,1714947562
406,okhotsk,59.3833,143.3,1.94,84,72,0.97,RU,1714947562
407,lindesberg,59.592,15.2304,7.84,90,99,4.72,SE,1714947563
408,mukalla,14.5425,49.1242,28.81,78,3,2.71,YE,1714947563
409,morehead city,34.7229,-76.726,24.47,80,0,3.6,US,1714947563
410,murphysboro,37.7645,-89.3351,23.24,68,20,1.54,US,1714947563
411,jwaneng,-24.6004,24.7303,16.52,33,0,2.99,BW,1714947563
412,kalabo,-14.97,22.6814,19.22,48,20,1.65,ZM,1714947564
413,fergana,40.3842,71.7843,18.09,77,40,2.06,UZ,1714947564
414,englewood,39.6478,-104.9878,25.59,26,75,13.89,US,1714947448
415,ribeira brava,32.65,-17.0667,21.67,85,96,0.81,PT,1714947564
416,glennville,31.9366,-81.9285,31.73,73,39,2.51,US,1714947565
417,puerto armuelles,8.2833,-82.8667,30.99,72,96,0.45,PA,1714947565
418,punta del este,-34.9667,-54.95,18.31,94,100,2.24,UY,1714947565
419,rampur,28.8167,79.0333,29.47,18,0,3.4,IN,1714947565
420,arraial do cabo,-22.9661,-42.0278,24.66,88,1,10.22,BR,1714947565
421,la ferte-mace,48.59,-0.358,8.45,100,100,2.7,FR,1714947566
422,glace bay,46.1969,-59.957,10.99,72,29,3.13,CA,1714947566
423,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1714947566
424,arawa,-6.2132,155.5367,28.67,79,79,0.13,PG,1714947566
425,villa ocampo,-28.4875,-59.3551,21.35,93,92,3.15,AR,1714947566
426,beau vallon,-20.4189,57.6953,25.13,65,40,5.14,MU,1714947567
427,kudymkar,59.0173,54.656,0.4,64,100,3.9,RU,1714947567
428,mugia,43.1041,-9.2179,11.62,77,11,2.4,ES,1714947567
429,kavala,40.9397,24.4019,16.58,66,24,1.26,GR,1714947567
430,urucara,-2.5364,-57.76,25.34,97,100,1.61,BR,1714947567
431,grand gaube,-20.0064,57.6608,25.22,86,5,0.89,MU,1714947568
432,marsh harbour,26.5412,-77.0636,24.67,67,98,5.38,BS,1714947568
433,priozersk,61.0393,30.1291,2.27,87,69,2.44,RU,1714947568
434,saudarkrokur,65.7461,-19.6394,5.36,75,100,3.85,IS,1714947568
435,katsuren-haebaru,26.3369,127.8719,26.21,90,40,5.66,JP,1714947568
436,kassala,15.451,36.4,30.25,16,0,3.77,SD,1714947569
437,yaren,-0.5472,166.916,28.77,73,83,3.02,NR,1714947569
438,hola,51.5377,23.1902,17.1,86,95,2.57,PL,1714947569
439,dahab,28.501,34.5134,24.52,33,0,5.69,EG,1714947569
440,medemblik,52.7687,5.1062,12.23,86,63,0.45,NL,1714947569
441,nizhneudinsk,54.9076,99.0276,10.67,75,100,2.97,RU,1714947570
442,newman,37.3138,-121.0208,18.36,52,24,2.68,US,1714947570
443,shohimardon,39.9839,71.8028,12.43,68,49,1.87,UZ,1714947570
444,queenstown,-31.8976,26.8753,15.11,37,1,3.14,ZA,1714947570
445,kukmor,56.1855,50.8944,5.31,97,100,8.16,RU,1714947570
446,muynoq,43.7683,59.0214,16.01,53,12,5.03,UZ,1714947571
447,pariaman,-0.619,100.12,26.03,85,8,1.26,ID,1714947571
448,kabare,-2.4683,28.8242,15.62,96,16,0.28,CD,1714947571
449,dali,25.7,100.1833,12.66,78,87,2.06,CN,1714947571
450,moree,-29.4667,149.85,14.96,78,0,3.47,AU,1714947571
451,lamarque,-39.423,-65.7021,10.71,39,3,1.31,AR,1714947572
452,kayangel,8.0823,134.7173,28.13,69,100,5.71,PW,1714947572
453,belmonte,-15.8631,-38.8828,25.88,79,6,3.57,BR,1714947572
454,zainsk,55.3195,52.0694,5.72,92,100,11.65,RU,1714947572
455,nagqu,31.5,92.0,-0.59,79,100,0.63,CN,1714947572
456,kharp,66.8014,65.8081,-15.16,91,39,3.87,RU,1714947572
457,malabar,-33.9667,151.25,20.63,68,40,10.29,AU,1714947573
458,filadelfia,39.9523,-75.1638,16.83,95,100,3.6,US,1714947571
459,barcelos,41.5388,-8.6151,13.8,92,42,1.91,PT,1714947573
460,roma,43.2128,-75.4557,14.27,95,100,4.12,US,1714947555
461,uvalde,29.3669,-99.767,26.18,80,75,5.66,US,1714947573
462,westport,41.1415,-73.3579,11.29,91,100,4.63,US,1714947574
463,grants,35.1473,-107.8514,23.13,9,40,7.72,US,1714947574
464,chilaw,7.5758,79.7953,29.96,79,60,6.24,LK,1714947574
465,gowurdak,37.8124,66.0466,21.98,53,3,2.4,TM,1714947574
466,cambridge,43.3601,-80.3127,16.96,82,99,4.56,CA,1714947548
467,rasskazovo,52.6714,41.9033,6.42,93,11,3.25,RU,1714947574
468,decorah,43.3033,-91.7857,18.51,39,0,2.06,US,1714947308
469,ixtapa,20.7,-105.2,27.9,65,75,5.66,MX,1714947575
470,zalingei,12.9096,23.4741,27.84,10,0,3.35,SD,1714947575
471,daru,-9.0763,143.2092,26.65,88,100,7.2,PG,1714947575
472,newport,51.5877,-2.9984,12.05,90,23,2.46,GB,1714947576
473,cuyamel,15.6667,-88.2,33.34,70,90,3.4,HN,1714947576
474,northam,51.0333,-4.2167,10.14,95,7,1.95,GB,1714947576
475,vadso,70.0744,29.7487,-1.51,80,75,5.14,NO,1714947576
476,beira,-19.8436,34.8389,20.05,94,0,1.54,MZ,1714947577
477,hilo,19.7297,-155.09,26.27,85,75,5.14,US,1714947577
478,kendari,-3.945,122.4989,23.6,99,100,1.06,ID,1714947577
479,gaoyou,32.7858,119.4278,15.32,93,41,4.4,CN,1714947577
480,lata,40.1629,-8.3327,14.95,99,51,1.43,PT,1714947577
481,acapulco de juarez,16.8634,-99.8901,29.9,70,0,6.17,MX,1714947521
482,tromso,69.6496,18.957,1.01,60,100,3.6,NO,1714947578
483,salinopolis,-0.6136,-47.3561,27.15,87,83,5.2,BR,1714947578
484,greymouth,-42.4667,171.2,11.21,81,49,4.12,NZ,1714947578
485,nangomba,-10.9,38.5,22.11,88,88,0.39,TZ,1714947578
486,nuku'alofa,-21.1333,-175.2,24.89,90,100,6.14,TO,1714947579
487,hinton,53.4001,-117.5857,14.08,42,97,3.42,CA,1714947579
488,manokwari,-0.8667,134.0833,26.5,82,100,1.62,ID,1714947579
489,ceerigaabo,10.6162,47.368,19.97,74,45,0.7,SO,1714947579
490,aljezur,37.3191,-8.8033,16.02,97,88,4.13,PT,1714947579
491,bonga,7.2833,36.2333,16.44,95,48,0.58,ET,1714947580
492,quezon,7.7303,125.0989,23.02,81,41,1.15,PH,1714947580
493,shimanovsk,52.0,127.7,7.97,53,0,2.68,RU,1714947580
494,ampelona,39.75,22.3667,13.04,82,0,0.0,GR,1714947580
495,vanimo,-2.6741,141.3028,27.11,85,85,1.7,PG,1714947580
496,banda aceh,5.5577,95.3222,27.5,81,94,1.57,ID,1714947542
497,sabang,5.8933,95.3214,29.62,73,100,1.57,ID,1714947581
498,namtsy,62.7161,129.6658,4.32,78,45,2.95,RU,1714947581
499,chepo,9.1667,-79.1,32.21,71,90,1.83,PA,1714947581
500,mutsu,41.2894,141.2169,16.23,60,100,1.85,JP,1714947581
501,prince albert,53.2001,-105.7677,15.85,39,83,4.75,CA,1714947582
502,lycksele,64.5954,18.6735,1.93,69,100,2.06,SE,1714947582
503,izluchinsk,60.9794,76.9242,1.12,87,98,9.0,RU,1714947582
504,flin flon,54.7682,-101.865,15.46,34,58,2.16,CA,1714947582
505,fabens,31.5023,-106.1586,32.62,6,0,6.23,US,1714947582
506,manor,19.75,72.9167,28.16,75,0,2.05,IN,1714947583
507,san pablo villa de mitla,16.9167,-96.4,35.13,21,70,6.54,MX,1714947583
508,okahao,-17.885,15.0667,21.79,25,0,3.95,NA,1714947583
509,lagos,6.5833,3.75,27.9,87,9,2.54,NG,1714947491
510,suntar,62.1444,117.6319,-1.63,95,74,0.34,RU,1714947583
511,jianshui,23.6363,102.8264,16.83,92,92,0.88,CN,1714947584
512,pandan,14.0453,124.1694,26.39,83,27,3.09,PH,1714947584
513,howrah,22.5892,88.3103,30.0,84,40,4.12,IN,1714947584
514,qashyr,53.0675,76.1036,3.81,60,25,3.4,KZ,1714947584
515,jasper,37.2001,-94.3502,15.49,92,100,4.63,US,1714947584
516,pimentel,-6.8367,-79.9342,23.16,68,0,9.77,PE,1714947585
517,dili,-8.5586,125.5736,26.46,79,99,1.28,TL,1714947585
518,miandrivazo,-19.5167,45.4667,24.0,73,0,1.23,MG,1714947585
519,bumba,2.1833,22.4667,25.27,61,7,0.12,CD,1714947585
520,sitka,57.0531,-135.33,6.94,76,100,2.06,US,1714947585
521,pontes e lacerda,-15.2261,-59.3353,28.41,58,55,1.76,BR,1714947586
522,jaguaribe,-5.8906,-38.6219,27.78,71,91,3.06,BR,1714947586
523,okahandja,-21.9833,16.9167,16.79,23,0,3.8,NA,1714947586
524,miles city,46.4083,-105.8406,24.54,31,0,8.23,US,1714947586
525,bamusso,4.4591,8.9027,27.64,83,92,1.55,CM,1714947586
526,bichura,50.5881,107.6022,9.33,59,11,1.32,RU,1714947587
527,colonia,50.9333,6.95,14.42,74,0,1.03,DE,1714947587
528,chibougamau,49.9168,-74.3659,10.79,93,100,5.66,CA,1714947587
529,colipapa,9.4726,122.5616,27.8,75,33,1.8,PH,1714947587
530,beterou,9.1992,2.2586,30.78,55,45,4.91,BJ,1714947587
531,sitangkai,4.6628,119.3928,28.44,72,90,2.47,PH,1714947588
532,general conesa,-40.1,-64.4333,11.21,28,1,2.7,AR,1714947588
533,galliano,29.4422,-90.2992,29.0,65,40,3.09,US,1714947588
534,kananga,-5.8958,22.4178,22.26,61,69,1.48,CD,1714947588
535,huayin,34.5675,110.0921,17.11,61,0,2.19,CN,1714947588
536,hongjiang,27.11,109.9956,18.78,89,100,0.99,CN,1714947589
537,qiryat shemona,33.2073,35.5721,17.05,92,12,1.62,IL,1714947589
538,khovd,48.0056,91.6419,13.97,18,1,3.43,MN,1714947589
539,nanakuli,21.3906,-158.1547,27.97,54,20,6.17,US,1714947589
540,bikenibeu village,1.3673,173.1241,29.98,74,75,1.54,KI,1714947589
541,robore,-18.3333,-59.75,30.37,38,0,2.13,BO,1714947590
542,santa rita,-7.1139,-34.9781,27.37,83,20,3.09,BR,1714947590
543,holualoa,19.6228,-155.9522,24.91,80,40,3.6,US,1714947590
544,colby,39.3958,-101.0524,20.02,63,89,9.83,US,1714947590
545,novyy urgal,51.0736,132.5642,4.1,70,2,1.73,RU,1714947590
546,princeville,45.7668,-61.2985,12.64,69,48,1.34,CA,1714947591
547,pasni,25.2631,63.471,27.32,79,0,7.28,PK,1714947591
548,talcahuano,-36.7167,-73.1167,10.5,58,29,3.26,CL,1714947591
549,toliara,-23.35,43.6667,21.7,69,0,1.55,MG,1714947591
550,novoaleksandrovsk,45.4948,41.2207,4.37,90,8,1.01,RU,1714947591
551,prince rupert,54.3161,-130.3201,8.7,88,100,3.45,CA,1714947334
552,kigoma,-4.8769,29.6267,23.42,78,77,2.11,TZ,1714947592
553,south hedland,-20.4089,118.5983,20.96,32,40,3.6,AU,1714947592
554,ceelbuur,4.685,46.6176,25.76,78,100,5.75,SO,1714947592
555,puerto yuca,2.9383,-73.2083,22.69,99,100,0.79,CO,1714947592
556,velika obarska,44.8053,19.1642,16.05,71,66,2.68,BA,1714947592
557,toledo,39.8333,-4.0,12.86,94,86,3.98,ES,1714947593
558,jabor,5.921,169.6434,28.12,82,90,8.9,MH,1714947593
559,betio village,1.358,172.9211,30.02,72,94,5.1,KI,1714947593
560,desaguadero,-16.5656,-69.0417,11.67,53,32,3.99,PE,1714947593
561,srednebelaya,50.6594,128.0106,3.21,58,0,1.02,RU,1714947593
562,tenenkou,14.4572,-4.9169,36.82,11,0,4.41,ML,1714947594
563,enugu,6.4402,7.4943,25.72,89,92,1.17,NG,1714947594
564,kivertsi,50.8343,25.4582,13.31,81,100,3.57,UA,1714947594
565,valdivia,-39.8142,-73.2459,7.2,88,74,3.18,CL,1714947594
566,horta,38.5333,-28.6333,18.34,93,100,6.26,PT,1714947594
567,wunnenberg,51.5167,8.7,7.99,89,0,1.03,DE,1714947595
568,lethem,3.3803,-59.7968,29.05,70,81,1.97,GY,1714947595
569,antsiranana,-12.2787,49.2917,25.05,73,10,6.72,MG,1714947595
570,chhor,25.5167,69.7667,28.62,55,0,4.85,PK,1714947595
571,nako,31.8814,78.627,5.4,71,68,1.32,IN,1714947595
572,mcalester,34.9334,-95.7697,18.05,88,100,2.57,US,1714947596
573,heunghae,36.1125,129.3522,18.18,96,100,2.55,KR,1714947596
574,bom jesus,-9.0744,-44.3586,26.87,49,100,1.04,BR,1714947596
575,aral,40.5156,81.2636,23.87,74,32,3.74,CN,1714947596
576,bahia de caraquez,-0.6,-80.4167,26.83,82,100,2.82,EC,1714947597
577,lesneven,48.5723,-4.3213,11.17,85,75,4.12,FR,1714947597
578,naryn,41.4287,75.9911,8.34,75,93,1.37,KG,1714947597
579,dellys,36.9172,3.9131,18.47,52,96,1.32,DZ,1714947597
580,ambato boeny,-16.4667,46.7167,23.51,61,5,3.41,MG,1714947597
581,xianning,29.8833,114.2167,17.06,87,80,1.9,CN,1714947598
582,kattivakkam,13.2167,80.3167,31.17,87,0,7.67,IN,1714947598
583,fray luis beltran,-39.3167,-65.7667,10.47,40,4,0.85,AR,1714947598
584,villa gesell,-37.2639,-56.973,17.81,95,100,4.44,AR,1714947598
